customer_id,signup_date,age_group,gender,city,customer_type,loyalty_tier
C0178,13/04/2022,36-45,Female,Southampton,Returning,Gold
C0179,18/12/2021,65+,Male,Glasgow,New,Bronze
C0180,21/09/2020,26-35,Male,Leeds,Returning,Bronze
C0181,11/09/2022,46-55,Male,Newcastle,New,Bronze
C0182,17/09/2020,26-35,Male,Manchester,New,Bronze
C0183,25/11/2022,46-55,Female,Birmingham,New,Bronze
C0184,18/02/2021,46-55,Female,Nottingham,New,Silver
C0185,24/02/2021,36-45,Male,Nottingham,New,Gold
C0186,12/02/2024,65+,Female,Glasgow,New,Bronze
C0187,09/03/2024,18-25,Female,Cardiff,Returning,Bronze
C0188,22/05/2023,26-35,Male,Belfast,Returning,Bronze
C0189,28/03/2020,36-45,Male,Southampton,Returning,Bronze
C0190,09/03/2022,46-55,Male,Birmingham,New,Silver
C0191,19/02/2024,46-55,Non-binary,Liverpool,New,Bronze
C0192,23/11/2022,36-45,Female,Leeds,Returning,Bronze
C0193,14/05/2023,36-45,Male,Sheffield,New,Silver
C0194,27/11/2021,36-45,Non-binary,London,Returning,Bronze
C0195,06/04/2024,65+,Male,London,New,Silver
C0196,26/01/2021,26-35,Male,Southampton,Returning,Bronze
C0197,19/01/2020,36-45,Male,Glasgow,Returning,Silver
C0198,16/03/2024,18-25,Female,Glasgow,Returning,Silver
C0199,02/12/2022,26-35,Male,Leeds,Returning,Bronze
C0200,15/01/2021,36-45,Female,Leicester,New,Gold
C0201,11/06/2020,26-35,Female,Newcastle,Returning,Silver
C0202,25/01/2023,18-25,Male,Southampton,New,Bronze
C0203,02/12/2023,36-45,Female,Sheffield,Returning,Gold
C0204,29/01/2023,26-35,Female,Leeds,New,Silver
C0205,31/07/2023,18-25,Female,Newcastle,New,Silver
C0206,07/09/2022,26-35,Female,Cardiff,Returning,Silver
C0207,19/01/2023,36-45,Female,Leeds,Returning,Bronze
C0208,03/11/2021,36-45,Female,Belfast,Returning,Bronze
C0209,27/10/2023,36-45,Male,Nottingham,New,Bronze
C0210,01/12/2022,26-35,Female,Belfast,New,Bronze
C0211,20/08/2021,36-45,Female,Edinburgh,Returning,Bronze
C0212,15/07/2021,46-55,Female,Belfast,Returning,Gold
C0213,02/04/2023,46-55,Male,Manchester,New,Bronze
C0214,13/07/2020,46-55,Female,Glasgow,Returning,Bronze
C0215,12/07/2023,36-45,Male,Sheffield,New,Gold
C0216,12/03/2023,36-45,Female,Glasgow,Returning,Bronze
C0217,03/04/2024,36-45,Male,Bristol,New,Bronze
C0218,04/04/2022,18-25,Female,Edinburgh,New,Bronze
C0219,27/06/2021,36-45,Female,Leeds,New,Bronze
C0220,15/03/2023,26-35,Female,Birmingham,New,Bronze
C0221,18/02/2023,56-65,Female,Liverpool,Returning,Gold
C0222,02/08/2020,18-25,Non-binary,Sheffield,Returning,Silver
C0223,08/07/2022,26-35,Female,Birmingham,New,Gold
C0224,15/01/2021,26-35,Male,Liverpool,New,Gold
C0225,04/04/2022,18-25,Non-binary,Belfast,Returning,Gold
C0226,11/04/2024,36-45,Female,Liverpool,New,Bronze
C0227,28/09/2022,36-45,Female,Belfast,New,Silver
C0228,19/06/2020,36-45,Female,Southampton,Returning,Bronze
C0229,28/03/2023,18-25,Female,London,New,Bronze
C0230,09/06/2020,65+,Male,Belfast,New,Bronze
C0231,21/04/2023,26-35,Male,London,New,Silver
C0232,16/07/2022,36-45,Female,Edinburgh,New,Gold
C0233,29/11/2020,46-55,Female,Belfast,Returning,Bronze
C0234,17/12/2023,18-25,Male,Edinburgh,New,Gold
C0235,05/10/2022,56-65,Male,Bristol,New,Bronze
C0236,23/01/2022,36-45,Male,Leeds,New,Gold
C0237,15/10/2023,26-35,Female,Manchester,New,Bronze
C0238,06/04/2022,26-35,Female,Leicester,New,Silver
C0239,26/09/2023,26-35,Female,Edinburgh,Returning,Bronze
C0240,04/12/2022,46-55,Female,Belfast,Returning,Bronze
C0241,10/02/2022,26-35,Male,Bristol,Returning,Bronze
C0242,16/11/2023,26-35,Male,Southampton,Returning,Silver
C0243,05/04/2024,18-25,Male,Leeds,New,Silver
C0244,04/05/2022,46-55,Male,Newcastle,Returning,Bronze
C0245,13/11/2022,26-35,Female,Birmingham,Returning,Gold
C0246,31/05/2020,36-45,Female,Sheffield,Returning,Bronze
C0247,20/07/2021,26-35,Female,Nottingham,New,Gold
C0248,18/01/2021,26-35,Female,Glasgow,New,Silver
C0249,02/03/2020,36-45,Male,Birmingham,New,Bronze
C0250,23/08/2023,65+,Female,Newcastle,Returning,Silver
C0251,22/03/2024,36-45,Female,Cardiff,Returning,Silver
C0252,13/02/2021,56-65,Female,Glasgow,New,Silver
C0253,22/01/2024,46-55,Male,Manchester,New,Gold
C0254,12/05/2020,26-35,Male,Edinburgh,New,Bronze
C0255,01/01/2024,46-55,Female,Glasgow,Returning,Silver
C0256,15/03/2021,36-45,Male,Newcastle,New,Silver
C0257,09/10/2022,18-25,Female,Birmingham,Returning,Gold
C0258,22/02/2023,46-55,Male,Leicester,New,Silver
C0259,17/11/2021,18-25,Female,Nottingham,New,Bronze
C0260,09/04/2020,18-25,Female,Liverpool,New,Bronze
C0261,10/12/2023,65+,Female,London,Returning,Bronze
C0262,15/04/2024,26-35,Female,London,New,Silver
C0263,15/06/2022,26-35,Female,Leeds,New,Bronze
C0264,13/02/2020,56-65,Male,Nottingham,Returning,Bronze
C0265,23/09/2022,26-35,Male,Cardiff,Returning,Bronze
C0266,15/04/2023,46-55,Male,Birmingham,New,Silver
C0267,08/12/2021,18-25,Female,Bristol,New,Silver
C0268,13/07/2020,26-35,Female,Southampton,New,Gold
C0269,26/02/2022,65+,Female,Leeds,New,Bronze
C0270,04/06/2022,26-35,Non-binary,Leicester,Returning,Gold
C0271,06/06/2021,46-55,Female,Sheffield,New,Silver
C0272,16/07/2023,46-55,Male,Newcastle,New,Bronze
C0273,16/01/2023,65+,Female,Newcastle,Returning,Silver
C0274,13/08/2023,18-25,Female,Leeds,New,Bronze
C0275,14/05/2020,46-55,Non-binary,Nottingham,New,Bronze
C0276,10/02/2020,36-45,Female,Manchester,New,Silver
C0277,23/03/2024,65+,Male,Leicester,Returning,Silver
C0278,26/05/2021,26-35,Female,London,New,Bronze
C0279,07/09/2021,56-65,Female,Bristol,New,Silver
C0280,24/05/2020,26-35,Female,Leicester,New,Silver
C0281,17/04/2022,46-55,Female,Southampton,New,Silver
C0282,18/06/2024,46-55,Female,Leicester,New,Silver
C0283,30/05/2021,18-25,Male,Belfast,New,Silver
C0284,25/08/2021,46-55,Female,Sheffield,Returning,Gold
C0285,29/07/2022,36-45,Male,Nottingham,New,Silver
C0286,01/04/2024,36-45,Male,Belfast,New,Bronze
C0287,23/12/2023,36-45,Female,Nottingham,Returning,Silver
C0288,27/11/2021,46-55,Male,Liverpool,New,Silver
C0289,27/05/2022,36-45,Female,London,New,Bronze
C0290,27/06/2024,36-45,Male,Belfast,New,Gold
C0291,13/10/2020,56-65,Female,Cardiff,New,Gold
C0292,16/11/2020,65+,Female,Liverpool,New,Silver
C0293,07/10/2023,26-35,Male,Liverpool,Returning,Bronze
C0294,17/05/2022,56-65,Male,Nottingham,Returning,Gold
C0295,29/08/2021,65+,Female,Leicester,Returning,Bronze
C0296,05/06/2024,36-45,Female,Glasgow,New,Bronze
C0297,29/07/2020,26-35,Male,Nottingham,New,Bronze
C0298,04/05/2023,26-35,Male,Manchester,New,Bronze
C0299,16/06/2023,18-25,Male,Manchester,New,Bronze
C0300,25/10/2023,65+,Prefer not to say,Newcastle,Returning,Bronze
C0301,10/12/2020,18-25,Male,Leicester,New,Bronze
C0302,05/07/2020,36-45,Female,Leicester,Returning,Gold
C0303,06/09/2023,36-45,Male,London,New,Bronze
C0304,16/09/2023,36-45,Male,Cardiff,New,Silver
C0305,26/05/2024,26-35,Male,Belfast,New,Bronze
C0306,12/01/2023,26-35,Female,Cardiff,Returning,Gold
C0307,22/04/2021,18-25,Female,Belfast,Returning,Bronze
C0308,12/03/2024,65+,Male,Newcastle,Returning,Gold
C0309,22/02/2021,46-55,Male,Glasgow,Returning,Silver
C0310,27/08/2021,36-45,Female,Nottingham,Returning,Silver
C0311,19/10/2021,46-55,Male,Edinburgh,New,Bronze
C0312,19/01/2022,36-45,Female,Sheffield,Returning,Bronze
C0313,26/04/2020,26-35,Male,Nottingham,New,Gold
C0314,29/01/2022,36-45,Male,Manchester,New,Gold
C0315,08/10/2021,26-35,Non-binary,Belfast,New,Bronze
C0316,16/08/2020,46-55,Female,Cardiff,New,Bronze
C0317,08/06/2023,56-65,Female,London,Returning,Gold
C0318,21/03/2020,26-35,Female,Leeds,New,Bronze
C0319,04/02/2020,26-35,Male,Edinburgh,New,Gold
C0320,04/07/2023,65+,Female,Leeds,New,Silver
C0321,27/09/2022,46-55,Male,Southampton,New,Bronze
C0322,03/04/2020,18-25,Male,Leeds,Returning,Bronze
C0323,09/05/2020,26-35,Female,Southampton,Returning,Silver
C0324,04/02/2022,18-25,Female,Manchester,New,Silver
C0325,15/09/2023,46-55,Male,Newcastle,New,Bronze
C0326,24/06/2022,26-35,Female,London,Returning,Silver
C0327,31/07/2021,56-65,Male,Southampton,Returning,Bronze
C0328,03/08/2022,26-35,Male,Bristol,Returning,Gold
C0329,16/12/2020,36-45,Prefer not to say,Birmingham,New,Silver
C0330,27/05/2022,26-35,Female,Liverpool,New,Bronze
C0331,06/10/2022,26-35,Male,Manchester,Returning,Silver
C0332,20/10/2021,46-55,Male,Manchester,New,Bronze
C0333,20/05/2024,26-35,Female,Nottingham,New,Bronze
C0334,21/03/2020,26-35,Male,Liverpool,New,Silver
C0335,28/01/2023,46-55,Female,Glasgow,Returning,Bronze
C0336,19/04/2021,46-55,Female,Leeds,New,Bronze
C0337,18/12/2023,26-35,Male,Leeds,New,Bronze
C0338,29/11/2021,26-35,Female,Sheffield,Returning,Gold
C0339,11/07/2023,56-65,Male,London,New,Bronze
C0340,20/11/2021,56-65,Male,Bristol,New,Bronze
C0341,05/05/2024,36-45,Male,Leicester,New,Gold
C0342,12/09/2023,36-45,Male,Leicester,New,Silver
C0343,28/04/2023,26-35,Female,Newcastle,Returning,Silver
C0344,10/08/2021,26-35,Prefer not to say,Glasgow,Returning,Silver
C0345,26/04/2023,26-35,Male,Southampton,Returning,Bronze
C0346,27/08/2020,46-55,Prefer not to say,London,New,Bronze
C0347,23/03/2024,36-45,Female,Nottingham,Returning,Bronze
C0348,12/05/2020,36-45,Female,Manchester,Returning,Bronze
C0349,10/06/2022,18-25,Male,Leicester,Returning,Bronze
C0350,08/03/2021,26-35,Female,Glasgow,Returning,Bronze
C0351,17/01/2024,26-35,Female,Glasgow,New,Bronze
C0352,27/11/2020,26-35,Male,Belfast,Returning,Bronze
C0353,26/01/2021,26-35,Male,Southampton,New,Silver
C0354,14/01/2021,26-35,Prefer not to say,Liverpool,New,Bronze
C0355,30/11/2023,56-65,Female,Belfast,New,Bronze
C0356,01/01/2023,56-65,Female,Edinburgh,New,Bronze
C0357,24/02/2020,46-55,Male,London,New,Silver
C0358,14/10/2023,18-25,Female,Manchester,Returning,Bronze
C0359,06/06/2024,46-55,Male,Southampton,Returning,Bronze
C0360,01/01/2023,56-65,Male,Sheffield,Returning,Silver
C0361,16/06/2022,26-35,Male,Belfast,New,Silver
C0362,01/02/2023,36-45,Female,Leicester,New,Silver
C0363,24/10/2021,46-55,Non-binary,Edinburgh,Returning,Silver
C0364,28/04/2023,46-55,Female,Cardiff,New,Bronze
C0365,26/05/2020,46-55,Female,Newcastle,Returning,Silver
C0366,24/11/2020,56-65,Female,London,Returning,Silver
C0367,28/04/2024,46-55,Male,Liverpool,Returning,Bronze
C0368,21/10/2020,26-35,Male,Cardiff,Returning,Bronze
C0369,06/10/2022,46-55,Non-binary,Nottingham,New,Bronze
C0370,14/09/2020,36-45,Female,Leicester,Returning,Bronze
C0371,01/10/2021,46-55,Female,Belfast,New,Silver
C0372,08/04/2023,56-65,Female,Cardiff,Returning,Bronze
C0373,12/07/2021,36-45,Female,Leicester,New,Bronze
C0374,25/07/2023,26-35,Female,Liverpool,Returning,Silver
C0375,26/01/2021,26-35,Female,Edinburgh,Returning,Gold
C0376,16/01/2024,46-55,Female,Southampton,Returning,Bronze
C0377,12/03/2021,26-35,Female,Manchester,New,Silver
C0378,17/01/2020,18-25,Female,Nottingham,New,Silver
C0379,20/05/2021,46-55,Male,Glasgow,Returning,Silver
C0380,25/09/2020,65+,Male,Liverpool,Returning,Gold
C0381,25/10/2022,46-55,Female,Belfast,New,Silver
C0382,10/04/2020,65+,Male,Birmingham,New,Gold
C0383,01/11/2020,36-45,Female,Southampton,New,Bronze
C0384,30/03/2021,36-45,Female,Manchester,New,Silver
C0385,11/11/2021,36-45,Female,Cardiff,New,Gold
C0386,22/11/2023,36-45,Male,Edinburgh,New,Silver
C0387,29/08/2023,18-25,Female,Glasgow,New,Silver
C0388,15/09/2021,65+,Male,Manchester,New,Silver
C0389,11/06/2023,56-65,Male,London,New,Bronze
C0390,04/07/2020,18-25,Female,Leeds,Returning,Bronze
C0391,24/06/2020,18-25,Female,Glasgow,New,Bronze
C0392,16/04/2021,26-35,Female,Bristol,Returning,Silver
C0393,21/12/2020,46-55,Prefer not to say,Liverpool,Returning,Silver
C0394,04/12/2023,26-35,Male,Edinburgh,New,Bronze
C0395,07/10/2020,18-25,Male,Newcastle,New,Bronze
C0396,21/02/2021,56-65,Male,Sheffield,New,Bronze
C0397,07/05/2020,65+,Male,Liverpool,New,Silver
C0398,20/01/2023,18-25,Male,Edinburgh,New,Bronze
C0399,27/09/2023,36-45,Male,Sheffield,Returning,Bronze
C0400,03/10/2021,46-55,Female,Edinburgh,New,Bronze
C0401,12/01/2022,26-35,Male,Manchester,Returning,Bronze
C0402,31/12/2021,26-35,Male,Leicester,Returning,Silver
C0403,02/09/2023,46-55,Female,Glasgow,Returning,Bronze
C0404,26/11/2022,26-35,Male,Nottingham,New,Bronze
C0405,20/03/2021,36-45,Female,Liverpool,New,Bronze
C0406,04/10/2020,56-65,Female,Glasgow,New,Bronze
C0407,30/01/2020,26-35,Male,Belfast,Returning,Bronze
C0408,25/06/2022,36-45,Male,Leicester,Returning,Bronze
C0409,14/10/2022,26-35,Female,Sheffield,New,Bronze
C0410,29/05/2023,36-45,Male,Southampton,New,Bronze
C0411,09/12/2022,26-35,Male,Leicester,New,Gold
C0412,12/12/2021,26-35,Female,Leicester,New,Bronze
C0413,08/07/2020,26-35,Male,Newcastle,New,Bronze
C0414,29/06/2020,36-45,Female,Glasgow,New,Bronze
C0415,19/07/2020,46-55,Female,Cardiff,New,Silver
C0416,08/12/2020,36-45,Male,Sheffield,Returning,Bronze
C0417,14/02/2022,36-45,Male,Sheffield,New,Silver
C0418,13/06/2022,26-35,Male,Edinburgh,New,Silver
C0419,29/12/2021,36-45,Male,Southampton,New,Bronze
C0420,23/01/2021,36-45,Female,Belfast,Returning,Silver
C0421,03/01/2020,18-25,Male,Leeds,New,Bronze
C0422,28/03/2022,26-35,Male,Leeds,New,Silver
C0423,31/07/2023,26-35,Female,Birmingham,New,Bronze
C0424,16/02/2023,26-35,Female,Nottingham,New,Silver
C0425,25/02/2023,26-35,Female,Sheffield,Returning,Silver
C0426,08/02/2021,46-55,Female,Edinburgh,New,Silver
C0427,19/07/2023,65+,Non-binary,Belfast,Returning,Silver
C0428,13/04/2020,26-35,Male,Birmingham,New,Silver
C0429,17/06/2022,18-25,Female,Newcastle,Returning,Bronze
C0430,22/12/2022,46-55,Male,Southampton,Returning,Bronze
C0431,31/08/2022,65+,Male,Leicester,Returning,Bronze
C0432,11/01/2020,18-25,Female,Manchester,New,Bronze
C0433,25/12/2022,26-35,Male,Manchester,Returning,Silver
C0434,22/04/2024,36-45,Male,Birmingham,Returning,Bronze
C0435,10/01/2020,36-45,Female,Cardiff,New,Silver
C0436,02/07/2022,26-35,Male,Nottingham,Returning,Bronze
C0437,05/09/2020,46-55,Female,Southampton,New,Gold
C0438,22/03/2023,26-35,Male,Liverpool,New,Silver
C0439,24/07/2021,46-55,Non-binary,Southampton,New,Gold
C0440,08/10/2022,46-55,Female,Newcastle,Returning,Bronze
C0441,13/10/2023,36-45,Male,Edinburgh,Returning,Bronze
C0442,21/11/2020,65+,Female,London,New,Gold
C0443,09/09/2021,46-55,Female,Manchester,Returning,Bronze
C0444,24/05/2023,46-55,Male,Sheffield,New,Bronze
C0445,07/08/2020,26-35,Male,Sheffield,New,Gold
C0446,18/08/2021,18-25,Female,Manchester,Returning,Gold
C0447,29/09/2021,36-45,Male,Belfast,Returning,Bronze
C0448,18/01/2023,26-35,Male,Newcastle,New,Bronze
C0449,20/08/2023,26-35,Female,Birmingham,New,Gold
C0450,02/02/2024,46-55,Male,Birmingham,New,Bronze
C0451,30/05/2022,36-45,Female,Leicester,Returning,Silver
C0452,22/05/2021,26-35,Male,Bristol,Returning,Silver
